0.05,0,6,6,6.0,48
0.05,1,-169,-163,-81.5,296
0.05,2,71,-92,-30.666666666666668,109
0.05,3,-240,-332,-83.0,821
0.05,4,88,-244,-48.8,51
0.05,5,12,-232,-38.666666666666664,129
0.05,6,-19,-251,-35.857142857142854,207
0.05,7,-335,-586,-73.25,994
0.05,8,-70,-656,-72.88888888888889,576
0.05,9,82,-574,-57.4,64
0.05,10,-3,-577,-52.45454545454545,146
0.05,11,12,-565,-47.083333333333336,85
0.05,12,-173,-738,-56.76923076923077,396
0.05,13,-91,-829,-59.214285714285715,218
0.05,14,-99,-928,-61.86666666666667,378
0.05,15,17,-911,-56.9375,69
0.05,16,-149,-1060,-62.35294117647059,589
0.05,17,-132,-1192,-66.22222222222223,214
0.05,18,-120,-1312,-69.05263157894737,408
0.05,19,24,-1288,-64.4,258
0.05,20,-25,-1313,-62.523809523809526,250
0.05,21,-58,-1371,-62.31818181818182,645
0.05,22,-52,-1423,-61.869565217391305,455
0.05,23,-113,-1536,-64.0,913
0.05,24,-18,-1554,-62.16,559
0.05,25,-40,-1594,-61.30769230769231,366
0.05,26,27,-1567,-58.03703703703704,538
0.05,27,21,-1546,-55.214285714285715,36
0.05,28,9,-1537,-53.0,537
0.05,29,-156,-1693,-56.43333333333333,352
0.05,30,-11,-1704,-54.96774193548387,331
0.05,31,0,-1704,-53.25,105
0.05,32,-8,-1712,-51.878787878787875,167
0.05,33,-99,-1811,-53.26470588235294,240
0.05,34,4,-1807,-51.628571428571426,205
0.05,35,89,-1718,-47.72222222222222,12
0.05,36,-130,-1848,-49.945945945945944,350
0.05,37,21,-1827,-48.078947368421055,35
0.05,38,-135,-1962,-50.30769230769231,647
0.05,39,-57,-2019,-50.475,102
0.05,40,-107,-2126,-51.853658536585364,515
0.05,41,61,-2065,-49.166666666666664,239
0.05,42,83,-1982,-46.093023255813954,66
0.05,43,-17,-1999,-45.43181818181818,208
0.05,44,-91,-2090,-46.44444444444444,630
0.05,45,11,-2079,-45.19565217391305,74
0.05,46,-8,-2087,-44.40425531914894,258
0.05,47,-59,-2146,-44.708333333333336,126
0.05,48,-16,-2162,-44.12244897959184,210
0.05,49,4,-2158,-43.16,142
0.05,50,2,-2156,-42.27450980392157,170
0.05,51,-314,-2470,-47.5,291
0.05,52,-12,-2482,-46.83018867924528,223
0.05,53,13,-2469,-45.72222222222222,102
0.05,54,93,-2376,-43.2,8
0.05,55,-15,-2391,-42.69642857142857,304
0.05,56,73,-2318,-40.666666666666664,114
0.05,57,56,-2262,-39.0,214
0.05,58,-282,-2544,-43.11864406779661,1269
0.05,59,20,-2524,-42.06666666666667,20
0.05,60,-152,-2676,-43.868852459016395,299
0.05,61,-101,-2777,-44.79032258064516,708
0.05,62,17,-2760,-43.80952380952381,57
0.05,63,17,-2743,-42.859375,56
0.05,64,-240,-2983,-45.89230769230769,694
0.05,65,-13,-2996,-45.39393939393939,224
0.05,66,-62,-3058,-45.64179104477612,481
0.05,67,-70,-3128,-46.0,130
0.05,68,-59,-3187,-46.18840579710145,66
0.05,69,-95,-3282,-46.885714285714286,359
0.05,70,-1,-3283,-46.23943661971831,215
0.05,71,-432,-3715,-51.59722222222222,644
0.05,72,63,-3652,-50.02739726027397,255
0.05,73,-122,-3774,-51.0,629
0.05,74,2,-3772,-50.29333333333334,130
0.05,75,-33,-3805,-50.06578947368421,452
0.05,76,9,-3796,-49.298701298701296,104
0.05,77,-56,-3852,-49.38461538461539,120
